,Date,Quality Level,AQI,AQI Rank in China,PM2.5,PM10,SO2,NO2,CO,O3,Weather Condition,Temperature,Wind Force and Wind Direction
2918,2023-01-07,良,66,96,19,81,2,40,0.5,21,晴/晴,-6℃/7℃,东南风1-2级/东南风1-2级
2919,2023-01-08,良,59,75,25,70,2,32,0.47,31,晴/晴,-5℃/12℃,东北风1-2级/东北风1-2级
2920,2023-01-09,优,34,47,13,35,2,24,0.35,43,晴/晴,-6℃/6℃,南风1-2级/南风1-2级
2921,2023-01-10,良,60,143,37,69,3,47,0.6,18,晴/晴,-6℃/6℃,南风1-2级/西南风1-2级
2922,2023-01-11,良,82,172,60,97,4,57,0.79,9,多云/多云,-2℃/5℃,东南风1-2级/北风1-2级
2923,2023-01-12,轻度污染,115,214,87,127,4,58,0.88,6,雨夹雪/雨夹雪,0℃/2℃,北风1-2级/北风1-2级
2924,2023-01-13,良,100,214,74,91,2,27,0.69,32,小雪/小雪,-4℃/4℃,东北风1-2级/北风3-4级
2925,2023-01-14,优,21,34,2,9,2,5,0.11,66,晴/晴,-10℃/-1℃,北风3-4级/北风1-2级
2926,2023-01-15,优,23,59,6,21,2,9,0.2,57,晴/晴,-10℃/0℃,西风1-2级/北风1-2级
2927,2023-01-16,优,43,96,18,43,2,22,0.33,40,晴/晴,-8℃/1℃,西南风1-2级/北风1-2级
2928,2023-01-17,良,80,241,26,110,2,13,0.28,51,晴/晴,-9℃/3℃,北风1-2级/西北风1-2级
2929,2023-01-18,良,70,163,28,89,2,24,0.37,38,晴/晴,-6℃/4℃,西南风1-2级/北风1-2级
2930,2023-01-19,良,71,139,29,100,2,19,0.33,39,晴/晴,-10℃/5℃,西北风3-4级/西北风1-2级
2931,2023-01-20,优,40,55,9,40,2,6,0.25,54,晴/晴,-9℃/-2℃,南风1-2级/南风1-2级
2932,2023-01-21,良,58,77,35,63,3,23,0.48,36,晴/晴,-8℃/2℃,南风1-2级/东北风1-2级
2933,2023-01-22,良,93,123,66,114,3,23,0.54,40,多云/小雪,-10℃/4℃,南风1-2级/东南风1-2级
2934,2023-01-23,良,59,137,37,65,2,6,0.42,56,晴/晴,-14℃/-3℃,北风3-4级/北风1-2级
2935,2023-01-24,优,36,73,7,36,2,5,0.2,57,晴/晴,-13℃/-5℃,西风1-2级/南风1-2级
2936,2023-01-25,优,44,82,25,46,3,21,0.43,34,多云/多云,-10℃/-3℃,西南风1-2级/北风1-2级
2937,2023-01-26,优,46,43,21,49,2,15,0.35,43,多云/晴,-9℃/1℃,北风3-4级/西北风1-2级
2938,2023-01-27,优,24,5,7,22,2,7,0.22,55,晴/晴,-9℃/2℃,西风1-2级/北风1-2级
2939,2023-01-28,良,62,195,15,74,2,11,0.24,54,晴/晴,-5℃/6℃,西南风1-2级/西南风1-2级
2940,2023-01-29,良,64,166,21,79,2,16,0.26,51,晴/晴,-6℃/9℃,西北风3-4级/西南风1-2级
2941,2023-01-30,良,63,124,34,76,4,37,0.52,31,晴/晴,-5℃/8℃,西风1-2级/北风1-2级
2942,2023-01-31,良,70,149,35,92,2,30,0.53,43,晴/多云,-2℃/11℃,西北风3-4级/北风3-4级
2943,2023-02-01,优,30,18,8,32,2,6,0.16,63,晴/多云,-6℃/3℃,北风3-4级/东北风1-2级
2944,2023-02-02,优,22,3,10,22,2,19,0.26,41,多云/多云,-6℃/2℃,西南风1-2级/南风1-2级
2945,2023-02-03,优,42,58,23,44,2,37,0.43,23,晴/晴,-5℃/7℃,西南风1-2级/北风1-2级
2946,2023-02-04,优,48,101,28,51,3,35,0.5,36,晴/多云,-6℃/9℃,西南风1-2级/南风1-2级
2947,2023-02-05,良,100,211,74,114,5,54,0.82,22,多云/晴,-5℃/8℃,北风1-2级/北风1-2级
2948,2023-02-06,轻度污染,129,251,98,140,7,46,1.07,37,晴/多云,-5℃/7℃,南风1-2级/南风1-2级
2949,2023-02-07,良,67,165,47,76,4,39,0.84,38,晴/晴,-5℃/5℃,北风1-2级/东北风1-2级
2950,2023-02-08,优,34,76,20,33,2,26,0.38,48,多云/多云,-2℃/7℃,东北风1-2级/南风1-2级
2951,2023-02-09,良,68,228,49,70,4,43,0.65,28,小雪/多云,-5℃/1℃,东南风1-2级/北风1-2级
2952,2023-02-10,轻度污染,113,296,85,99,2,37,0.75,26,多云/多云,-2℃/6℃,南风1-2级/南风1-2级
2953,2023-02-11,中度污染,185,330,139,181,2,38,1.01,18,多云/阴,0℃/4℃,南风1-2级/东北风1-2级
2954,2023-02-12,轻度污染,108,312,81,100,2,26,0.81,28,雨夹雪/多云,-4℃/1℃,东北风1-2级/北风1-2级
2955,2023-02-13,优,23,54,6,9,2,12,0.22,65,晴/晴,-4℃/7℃,北风3-4级/北风1-2级
2956,2023-02-14,优,20,25,8,16,2,21,0.26,48,多云/多云,-5℃/5℃,北风1-2级/南风1-2级
2957,2023-02-15,良,52,183,31,55,2,34,0.48,29,多云/晴,-6℃/4℃,南风1-2级/南风1-2级
2958,2023-02-16,良,92,274,68,101,3,48,0.65,20,晴/晴,-4℃/7℃,南风1-2级/北风1-2级
2959,2023-02-17,中度污染,174,321,132,177,3,62,1.04,18,多云/多云,-1℃/6℃,北风1-2级/北风1-2级
2960,2023-02-18,中度污染,164,321,124,159,2,43,0.9,31,雨夹雪/多云,-5℃/3℃,北风1-2级/北风1-2级
2961,2023-02-19,优,29,9,5,29,2,13,0.21,66,晴/晴,-4℃/10℃,西南风1-2级/东北风1-2级
2962,2023-02-20,优,23,4,4,23,2,15,0.19,61,晴/多云,-6℃/6℃,东北风1-2级/南风1-2级
2963,2023-02-21,优,36,39,18,40,2,31,0.35,40,多云/多云,-3℃/5℃,南风1-2级/南风1-2级
2964,2023-02-22,良,78,278,56,97,3,55,0.67,21,晴/晴,-2℃/9℃,西南风1-2级/北风1-2级
2965,2023-02-23,轻度污染,121,319,91,140,3,66,0.8,20,多云/多云,-1℃/12℃,东北风1-2级/东北风1-2级
2966,2023-02-24,优,43,92,25,40,2,25,0.29,57,晴/晴,-5℃/8℃,东北风1-2级/北风1-2级
2967,2023-02-25,优,24,10,9,21,2,22,0.23,52,晴/晴,-4℃/9℃,西南风1-2级/西南风1-2级
2968,2023-02-26,良,88,258,60,98,3,39,0.55,46,晴/晴,-1℃/11℃,南风1-2级/南风1-2级
2969,2023-02-27,中度污染,173,326,131,185,4,53,0.9,43,多云/多云,1℃/11℃,西南风1-2级/西南风1-2级
2970,2023-02-28,良,88,233,59,86,2,30,0.47,53,晴/晴,-1℃/15℃,北风3-4级/北风1-2级
2971,2023-03-01,优,21,2,4,16,2,18,0.19,59,晴/晴,-3℃/11℃,西北风3-4级/西南风1-2级
2972,2023-03-01,优,21,1,4,16,2,18,0.19,59,晴/晴,-3℃/11℃,西北风3-4级/西南风1-2级
2973,2023-03-02,良,51,64,19,60,2,36,0.35,41,晴/晴,0℃/14℃,西南风3-4级/西南风1-2级
2974,2023-03-03,良,65,139,33,79,2,40,0.45,42,晴/晴,0℃/18℃,北风1-2级/北风1-2级
2975,2023-03-04,轻度污染,139,323,103,168,8,54,1.2,50,晴/晴,0℃/16℃,东南风1-2级/东南风1-2级
2976,2023-03-05,重度污染,212,334,162,224,3,46,1.42,63,晴/晴,2℃/14℃,南风1-2级/北风1-2级
2977,2023-03-06,中度污染,170,329,132,181,2,43,1.1,65,晴/晴,2℃/17℃,西南风1-2级/西南风1-2级
2978,2023-03-07,中度污染,190,334,146,216,6,56,1.26,82,晴/晴,6℃/19℃,东北风1-2级/北风1-2级
2979,2023-03-08,轻度污染,109,306,73,131,3,32,0.66,72,多云/多云,2℃/19℃,南风1-2级/南风1-2级
2980,2023-03-09,良,77,199,42,104,3,46,0.53,42,多云/晴,5℃/21℃,东南风1-2级/北风1-2级
2981,2023-03-10,重度污染,243,331,82,397,3,37,0.52,49,晴/多云,7℃/26℃,北风3-4级/北风3-4级
2982,2023-03-11,轻度污染,124,267,19,176,2,10,0.2,67,阴/多云,1℃/14℃,东北风1-2级/北风3-4级
2983,2023-03-12,良,53,114,8,59,2,8,0.18,70,晴/多云,-1℃/12℃,西北风1-2级/南风1-2级
2984,2023-03-13,良,73,198,30,96,2,46,0.46,24,多云/多云,3℃/14℃,北风1-2级/北风1-2级
2985,2023-03-14,轻度污染,126,318,42,195,3,33,0.44,44,晴/晴,1℃/21℃,西北风3-4级/北风3-4级
2986,2023-03-15,良,96,247,17,132,2,5,0.17,73,晴/晴,-1℃/12℃,西北风3-4级/北风1-2级
2987,2023-03-16,优,49,97,13,54,2,21,0.28,52,多云/多云,2℃/12℃,东南风1-2级/东南风1-2级
2988,2023-03-17,良,78,308,43,106,3,41,0.5,27,阴/多云,1℃/9℃,南风1-2级/北风1-2级
2989,2023-03-18,优,44,133,21,45,2,28,0.3,53,晴/晴,1℃/17℃,北风1-2级/西南风1-2级
2990,2023-03-19,良,80,271,51,97,2,36,0.44,53,多云/多云,5℃/15℃,南风3-4级/东南风1-2级
2991,2023-03-20,轻度污染,148,325,113,158,3,42,0.67,53,多云/多云,7℃/18℃,南风1-2级/南风1-2级
2992,2023-03-21,中度污染,161,305,122,165,2,41,0.77,61,阴/多云,10℃/18℃,南风1-2级/北风3-4级
2993,2023-03-22,严重污染,336,304,171,679,2,16,0.3,72,晴/晴,4℃/16℃,西北风3-4级/北风3-4级
2994,2023-03-23,轻度污染,102,198,35,155,3,10,0.14,68,多云/多云,4℃/14℃,北风3-4级/东北风1-2级
2995,2023-03-24,良,60,177,19,74,2,18,0.23,60,多云/阴,3℃/12℃,西南风1-2级/东南风1-2级
2996,2023-03-25,良,58,200,24,71,2,24,0.3,53,多云/晴,-1℃/11℃,东北风1-2级/北风1-2级
2997,2023-03-26,良,51,141,22,61,2,23,0.25,60,晴/晴,3℃/16℃,西南风1-2级/西南风1-2级
2998,2023-03-27,良,52,129,21,62,2,25,0.24,60,晴/晴,5℃/20℃,北风1-2级/南风1-2级
2999,2023-03-28,良,92,290,62,132,5,43,0.65,64,多云/多云,7℃/21℃,西南风1-2级/北风1-2级
3000,2023-03-29,轻度污染,119,328,88,172,4,46,0.68,92,晴/晴,10℃/25℃,西南风1-2级/西南风1-2级
3001,2023-03-30,轻度污染,108,322,78,162,3,38,0.58,110,晴/晴,11℃/25℃,西南风1-2级/西南风1-2级
3002,2023-03-31,良,84,297,55,117,2,28,0.42,110,多云/晴,10℃/23℃,南风3-4级/南风1-2级
3003,2023-04-01,良,78,268,53,103,2,26,0.43,102,晴/多云,12℃/23℃,南风1-2级/南风1-2级
3004,2023-04-02,良,100,302,75,128,5,41,0.64,78,多云/多云,12℃/21℃,南风3-4级/东北风1-2级
3005,2023-04-03,良,70,288,44,90,4,29,0.62,94,阴/小雨,8℃/18℃,东北风1-2级/东北风1-2级
3006,2023-04-04,优,40,226,17,40,2,12,0.33,79,小雨/阴,8℃/10℃,东北风3-4级/北风1-2级
3007,2023-04-05,优,35,153,19,34,2,15,0.28,75,多云/小雨,9℃/16℃,北风1-2级/北风1-2级
3008,2023-04-06,优,42,120,14,42,2,10,0.18,74,晴/晴,4℃/18℃,北风3-4级/北风3-4级
3009,2023-04-07,优,32,54,5,34,2,7,0.11,73,晴/晴,4℃/16℃,西北风3-4级/西风1-2级
3010,2023-04-08,优,50,75,13,52,2,18,0.2,65,晴/多云,8℃/21℃,西南风3-4级/西南风1-2级
3011,2023-04-09,良,86,271,58,118,3,35,0.45,67,晴/多云,10℃/23℃,南风1-2级/西南风1-2级
3012,2023-04-10,中度污染,176,300,108,333,2,40,0.54,58,晴/多云,11℃/27℃,西南风1-2级/西北风3-4级
3013,2023-04-11,严重污染,305,262,107,548,2,5,0.15,80,扬沙/晴,5℃/19℃,西北风3-4级/西北风1-2级
3014,2023-04-12,严重污染,277,263,105,388,2,27,0.32,52,晴/晴,10℃/22℃,西南风1-2级/南风1-2级
3015,2023-04-13,严重污染,471,337,161,582,2,45,0.58,43,多云/多云,13℃/27℃,南风1-2级/北风1-2级
3016,2023-04-14,中度污染,191,304,79,272,2,23,0.35,65,扬沙/扬沙,7℃/22℃,西北风3-4级/西北风1-2级
3017,2023-04-15,良,72,166,24,98,2,15,0.14,67,晴/晴,7℃/22℃,西南风1-2级/北风1-2级
3018,2023-04-16,优,49,46,15,54,2,19,0.17,68,多云/多云,11℃/22℃,南风1-2级/东南风3-4级
3019,2023-04-17,良,81,245,40,112,4,29,0.5,73,多云/晴,10℃/22℃,东南风1-2级/北风1-2级
3020,2023-04-18,良,71,217,33,92,2,33,0.51,76,晴/晴,10℃/27℃,南风1-2级/南风1-2级
3021,2023-04-19,良,78,232,35,106,2,30,0.51,98,多云/多云,14℃/27℃,南风3-4级/北风3-4级
3022,2023-04-20,良,73,201,20,98,2,12,0.2,81,多云/小雨,12℃/19℃,东北风3-4级/北风1-2级
3023,2023-04-21,优,38,77,10,38,2,9,0.19,78,小雨/小雨,8℃/15℃,西南风1-2级/西南风1-2级
3024,2023-04-22,优,32,95,19,32,2,15,0.28,56,多云/多云,7℃/15℃,北风1-2级/北风1-2级
3025,2023-04-23,良,52,267,29,55,2,28,0.4,52,多云/多云,6℃/16℃,南风1-2级/南风1-2级
3026,2023-04-24,良,56,299,27,64,2,23,0.35,70,多云/小雨,8℃/18℃,西南风3-4级/西南风1-2级
3027,2023-04-25,良,65,310,31,78,2,13,0.28,64,多云/晴,5℃/22℃,北风3-4级/北风1-2级
3028,2023-04-26,良,51,213,14,55,2,22,0.21,70,多云/多云,7℃/20℃,南风3-4级/北风1-2级
3029,2023-04-27,良,82,313,51,112,2,37,0.51,58,阴/阴,13℃/22℃,南风1-2级/北风1-2级
3030,2023-04-28,良,67,247,37,85,2,16,0.32,58,小雨/小雨,11℃/25℃,西北风1-2级/西北风3-4级
3031,2023-04-29,优,41,100,11,43,2,12,0.2,70,晴/晴,8℃/25℃,西北风3-4级/北风1-2级
3032,2023-04-30,优,42,87,13,42,2,18,0.22,75,晴/晴,11℃/25℃,南风3-4级/西南风1-2级
3033,2023-05-01,良,70,216,38,90,3,28,0.48,99,晴/小雨,16℃/27℃,东南风1-2级/东南风1-2级
3034,2023-05-02,良,77,291,40,100,3,23,0.59,117,阴/多云,16℃/28℃,南风1-2级/南风1-2级
3035,2023-05-03,良,82,313,42,101,3,24,0.65,126,多云/多云,16℃/28℃,东南风1-2级/东风1-2级
3036,2023-05-04,良,53,293,31,64,2,16,0.62,83,小雨/小雨,15℃/20℃,东北风1-2级/北风1-2级
3037,2023-05-05,优,23,22,10,22,3,11,0.32,57,小雨/多云,14℃/18℃,北风3-4级/北风1-2级
3038,2023-05-06,优,29,89,7,24,2,17,0.21,73,多云/晴,12℃/23℃,北风1-2级/北风1-2级
3039,2023-05-07,优,37,179,11,32,2,23,0.23,69,晴/多云,11℃/26℃,北风1-2级/西南风1-2级
3040,2023-05-08,优,48,243,18,49,2,24,0.28,91,晴/多云,13℃/28℃,西南风1-2级/西南风1-2级
3041,2023-05-09,良,58,307,27,66,2,27,0.4,102,多云/多云,14℃/27℃,南风1-2级/东南风1-2级
3042,2023-05-10,良,55,265,21,57,2,28,0.38,97,多云/多云,14℃/28℃,西南风1-2级/西南风1-2级
3043,2023-05-11,良,70,314,42,81,3,28,0.45,115,小雨/小雨,13℃/27℃,南风1-2级/西南风1-2级
3044,2023-05-12,良,57,211,38,62,2,28,0.48,81,小雨/多云,15℃/28℃,北风1-2级/北风1-2级
3045,2023-05-13,优,33,51,10,27,2,20,0.28,78,多云/多云,16℃/28℃,南风1-2级/南风1-2级
3046,2023-05-14,良,69,244,30,72,3,26,0.47,112,小雨/晴,16℃/31℃,西南风1-2级/东南风1-2级
3047,2023-05-15,良,98,332,53,102,3,24,0.8,155,晴/晴,22℃/35℃,南风1-2级/西南风1-2级
3048,2023-05-16,良,84,307,48,105,2,18,0.62,135,小雨/多云,20℃/36℃,西南风1-2级/东北风1-2级
3049,2023-05-17,良,56,259,28,62,2,14,0.45,103,阴/阴,14℃/24℃,东北风3-4级/东南风1-2级
3050,2023-05-18,优,49,225,18,50,2,19,0.49,86,多云/小雨,14℃/27℃,南风1-2级/南风1-2级
3051,2023-05-19,良,62,257,41,68,3,27,0.78,36,小雨/多云,17℃/23℃,北风1-2级/东北风1-2级
3052,2023-05-20,中度污染,158,304,49,225,3,9,0.17,66,扬沙/晴,15℃/25℃,西北风3-4级/西北风1-2级
3053,2023-05-21,良,91,267,30,116,2,9,0.18,77,多云/多云,15℃/27℃,西北风3-4级/北风1-2级
3054,2023-05-22,优,37,136,12,36,2,15,0.16,75,晴/晴,15℃/28℃,北风1-2级/西南风1-2级
3055,2023-05-23,优,43,128,12,40,2,22,0.24,85,多云/多云,18℃/30℃,南风1-2级/西南风1-2级
3056,2023-05-24,良,70,312,29,85,3,15,0.44,127,小雨/小雨,18℃/28℃,西南风3-4级/南风3-4级
3057,2023-05-25,良,63,294,34,77,2,15,0.41,97,小雨/多云,16℃/27℃,西南风1-2级/南风1-2级
3058,2023-05-26,良,75,320,47,90,2,23,0.51,103,多云/多云,19℃/31℃,南风1-2级/东南风1-2级
3059,2023-05-27,良,85,335,62,89,2,19,0.69,88,小雨/多云,16℃/20℃,东南风1-2级/南风1-2级
3060,2023-05-28,良,51,291,28,43,2,13,0.43,103,多云/晴,19℃/28℃,北风1-2级/北风1-2级
3061,2023-05-29,良,66,321,29,58,2,17,0.49,126,多云/雷阵雨,20℃/31℃,北风1-2级/北风1-2级
3062,2023-05-30,良,54,270,34,60,2,19,0.5,90,小雨/多云,15℃/26℃,东北风1-2级/东南风1-2级
3063,2023-05-31,良,60,286,41,70,2,25,0.59,81,多云/多云,16℃/26℃,西南风1-2级/西南风1-2级
3064,2023-06-01,良,55,0,29,63,2,20,0.4,78,晴/晴,18℃/34℃,西风3-4级/西北风3-4级
3065,2023-06-02,优,35,0,7,29,2,12,0.19,92,多云/多云,17℃/31℃,北风1-2级/西南风1-2级
3066,2023-06-03,优,36,0,10,28,2,20,0.23,89,多云/多云,19℃/32℃,西南风1-2级/北风1-2级
3067,2023-06-04,优,36,0,9,27,2,17,0.2,94,晴/晴,20℃/33℃,西南风1-2级/西南风1-2级
3068,2023-06-05,良,53,0,18,49,2,20,0.32,111,多云/多云,21℃/35℃,北风1-2级/北风1-2级
3069,2023-06-06,优,36,0,11,31,2,13,0.2,101,晴/晴,22℃/35℃,南风3-4级/西南风3-4级
3070,2023-06-07,良,52,0,16,50,2,22,0.3,105,小雨/多云,21℃/37℃,西北风1-2级/北风1-2级
3071,2023-06-08,优,40,0,10,40,2,14,0.19,91,多云/多云,19℃/34℃,北风3-4级/北风1-2级
3072,2023-06-09,优,30,0,8,25,2,18,0.21,67,多云/多云,19℃/34℃,西北风3-4级/东北风1-2级
3073,2023-06-10,优,27,0,5,16,2,10,0.22,83,小雨/多云,17℃/31℃,西北风1-2级/北风1-2级
3074,2023-06-11,优,32,0,9,24,2,15,0.36,83,小雨/多云,17℃/29℃,东北风1-2级/北风1-2级
3075,2023-06-12,优,40,0,13,25,2,12,0.35,93,多云/多云,19℃/31℃,东风1-2级/东风1-2级
3076,2023-06-13,优,32,0,7,18,2,16,0.26,99,晴/晴,20℃/33℃,南风1-2级/东南风1-2级
3077,2023-06-14,良,79,0,24,54,2,21,0.54,152,晴/晴,21℃/35℃,南风1-2级/东南风1-2级
3078,2023-06-15,良,94,0,29,67,4,20,0.65,187,晴/晴,22℃/36℃,南风1-2级/南风1-2级
3079,2023-06-16,良,99,0,38,80,4,19,0.73,200,晴/晴,25℃/39℃,西南风1-2级/西南风1-2级
3080,2023-06-17,良,90,0,35,79,3,24,0.48,173,多云/多云,22℃/38℃,东南风1-2级/东南风1-2级
3081,2023-06-18,良,90,0,43,79,2,14,0.62,178,多云/多云,22℃/35℃,东南风1-2级/东南风1-2级
3082,2023-06-19,良,69,0,48,73,3,18,0.61,112,小雨/阴,21℃/28℃,南风1-2级/南风1-2级
3083,2023-06-20,优,41,0,18,26,2,14,0.33,94,小雨/多云,19℃/32℃,西南风1-2级/北风1-2级
3084,2023-06-21,优,35,0,8,21,2,26,0.23,93,晴/晴,22℃/37℃,南风1-2级/西南风1-2级
3085,2023-06-22,良,66,0,16,42,2,27,0.3,129,晴/晴,24℃/39℃,西南风1-2级/西南风1-2级
3086,2023-06-23,良,85,0,27,63,3,24,0.5,162,多云/多云,26℃/40℃,南风1-2级/南风1-2级
3087,2023-06-24,良,77,0,28,64,3,21,0.45,153,晴/晴,25℃/40℃,西南风3-4级/南风1-2级
3088,2023-06-25,良,73,0,33,64,3,15,0.65,146,多云/多云,24℃/35℃,东南风1-2级/东南风1-2级
3089,2023-06-26,优,49,0,23,45,2,13,0.45,104,小雨/多云,24℃/34℃,南风1-2级/东南风1-2级
3090,2023-06-27,良,65,0,17,35,2,19,0.4,137,晴/阴,26℃/39℃,西南风1-2级/西南风1-2级
3091,2023-06-28,优,46,0,24,48,2,20,0.5,102,小雨/多云,22℃/30℃,北风1-2级/北风1-2级
3092,2023-06-29,优,48,0,15,29,2,18,0.34,112,晴/晴,23℃/36℃,南风1-2级/西南风1-2级
3093,2023-06-30,良,81,0,20,51,2,25,0.45,159,晴/晴,25℃/38℃,南风3-4级/西南风1-2级
3094,2023-07-01,良,81,0,22,58,2,22,0.45,165,晴/多云,25℃/39℃,南风3-4级/南风1-2级
3095,2023-07-02,良,90,0,29,63,2,23,0.48,171,多云/多云,24℃/36℃,南风1-2级/东南风1-2级
3096,2023-07-03,良,65,0,37,61,2,13,0.79,128,阴/小雨,23℃/34℃,东南风1-2级/东南风1-2级
3097,2023-07-04,优,39,0,15,22,2,9,0.4,114,小雨/晴,21℃/32℃,北风1-2级/南风1-2级
3098,2023-07-05,优,44,0,15,46,2,22,0.31,91,晴/晴,23℃/39℃,西南风1-2级/北风1-2级
3099,2023-07-06,良,58,0,12,45,2,28,0.3,111,晴/晴,24℃/40℃,南风3-4级/东南风1-2级
3100,2023-07-07,优,43,0,12,38,2,17,0.35,101,多云/多云,23℃/37℃,西北风3-4级/北风1-2级
3101,2023-07-08,优,29,0,5,16,2,13,0.27,83,晴/晴,24℃/37℃,西北风3-4级/北风1-2级
3102,2023-07-09,优,29,0,6,16,2,14,0.27,93,晴/晴,25℃/37℃,北风1-2级/西风1-2级
3103,2023-07-10,良,65,0,17,42,3,19,0.45,140,晴/小雨,24℃/39℃,南风1-2级/东北风1-2级
3104,2023-07-11,良,63,0,20,37,2,10,0.58,158,阴/小雨,24℃/35℃,东南风1-2级/东南风1-2级
3105,2023-07-12,优,35,0,22,29,3,10,0.69,86,小雨/小雨,21℃/26℃,东北风1-2级/东北风1-2级
3106,2023-07-13,优,24,0,12,15,3,12,0.57,72,小雨/多云,22℃/26℃,东北风1-2级/西南风1-2级
3107,2023-07-14,优,34,0,17,26,3,11,0.43,70,晴/晴,23℃/35℃,西北风3-4级/北风1-2级
3108,2023-07-15,优,28,0,7,14,2,7,0.24,88,晴/晴,23℃/32℃,北风3-4级/北风1-2级
3109,2023-07-16,优,30,0,11,20,2,14,0.26,89,晴/晴,21℃/33℃,北风1-2级/西南风1-2级
3110,2023-07-17,良,65,0,21,43,2,20,0.45,131,晴/晴,23℃/35℃,南风1-2级/南风1-2级
3111,2023-07-18,良,68,0,27,51,2,20,0.48,133,晴/晴,24℃/36℃,北风1-2级/北风1-2级
3112,2023-07-19,良,74,0,32,57,2,20,0.5,147,晴/晴,25℃/36℃,北风1-2级/北风1-2级
3113,2023-07-20,良,71,0,34,62,2,21,0.52,138,多云/雷阵雨,24℃/36℃,北风1-2级/北风1-2级
3114,2023-07-21,优,45,0,31,44,2,12,0.62,96,中雨/中雨,22℃/26℃,北风1-2级/北风1-2级
3115,2023-07-22,优,34,0,23,29,3,10,0.58,65,小雨/多云,22℃/30℃,北风1-2级/北风1-2级
3116,2023-07-23,优,37,0,17,28,2,15,0.5,80,多云/多云,24℃/33℃,北风1-2级/北风1-2级
3117,2023-07-24,良,61,0,31,52,2,16,0.58,124,雷阵雨/多云,24℃/34℃,北风1-2级/北风1-2级
3118,2023-07-25,优,50,0,7,14,3,10,0.33,128,多云/雷阵雨,24℃/33℃,北风1-2级/北风1-2级
3119,2023-07-26,良,57,0,32,52,3,14,0.64,116,雷阵雨/雷阵雨,25℃/33℃,北风1-2级/北风1-2级
3120,2023-07-27,优,49,0,27,41,3,16,0.54,102,小雨/小雨,24℃/33℃,南风1-2级/东南风1-2级
3121,2023-07-28,优,26,0,11,22,3,15,0.41,71,阴/小雨,24℃/30℃,北风1-2级/北风1-2级
3122,2023-07-29,优,29,0,16,29,3,16,0.49,43,小雨/大雨,23℃/30℃,东风1-2级/东北风1-2级
3123,2023-07-30,优,11,0,4,7,3,7,0.37,29,暴雨/暴雨,23℃/25℃,东风3-4级/东风3-4级
3124,2023-07-31,优,17,0,11,15,3,8,0.38,26,暴雨/大雨,24℃/26℃,东风3-4级/东南风1-2级
3125,2023-09-01,优,39,0,20,33,3,17,0.54,74,多云/多云,20℃/30℃,西南风1-3级/西南风1-3级
3126,2023-09-02,优,47,0,27,49,2,23,0.57,80,小雨/小雨,20℃/28℃,北风1-3级/北风1-3级
3127,2023-09-03,优,49,0,28,38,2,15,0.57,100,多云/多云,21℃/30℃,东风1-3级/北风1-3级
3128,2023-09-04,良,71,0,48,65,2,20,0.68,103,晴/多云,22℃/32℃,西南风1-3级/东南风1-3级
3129,2023-09-05,良,99,0,72,92,2,18,0.84,117,多云/晴,23℃/30℃,南风1-3级/南风1-3级
3130,2023-09-06,良,90,0,62,85,3,19,0.78,111,多云/晴,22℃/32℃,南风1-3级/南风1-3级
3131,2023-09-07,良,82,0,60,83,3,16,0.71,109,多云/阴,23℃/32℃,北风1-3级/北风1-3级
3132,2023-09-08,良,96,0,71,92,2,20,0.83,68,雷阵雨/中雨,22℃/28℃,北风1-3级/北风1-3级
3133,2023-09-09,优,28,0,16,19,3,9,0.49,86,中雨/小雨,20℃/23℃,东北风1-3级/东北风1-3级
3134,2023-09-10,优,31,0,20,26,3,11,0.56,85,阴/多云,20℃/26℃,北风1-3级/北风1-3级
3135,2023-09-11,优,43,0,26,36,3,16,0.57,65,小雨/多云,19℃/29℃,西南风1-3级/北风1-3级
3136,2023-09-12,优,22,0,5,14,2,18,0.3,60,晴/晴,17℃/28℃,北风1-3级/南风1-3级
3137,2023-09-13,优,39,0,13,38,2,23,0.44,73,晴/晴,16℃/27℃,北风1-3级/北风1-3级
3138,2023-09-14,良,53,0,24,51,2,26,0.5,87,晴/晴,16℃/28℃,南风1-3级/南风1-3级
3139,2023-09-15,良,62,0,30,58,2,28,0.5,101,晴/晴,18℃/28℃,南风1-3级/东南风1-3级
